/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
0,1,0,1,1,1,1,0,1,0,0,0,0.10218658298254013
1,1,1,0,0,0,0,0,0,1,0,0,0.2703895568847656
0,1,1,0,1,1,0,1,0,1,1,1,0.13177916407585144
0,0,1,1,0,1,1,1,1,0,0,1,0.17367300391197205
0,0,1,0,1,0,1,1,1,0,0,0,0.11053750663995743
0,0,0,0,1,1,0,0,0,1,0,0,0.04408595710992813
1,0,1,1,0,1,1,1,1,1,0,1,0.34047776460647583
0,1,0,1,0,0,1,1,1,0,1,1,0.17044253647327423
0,1,0,0,1,0,0,0,0,1,0,1,0.06481825560331345
0,1,1,1,0,0,1,1,1,1,1,0,0.17612703144550323
1,0,0,1,0,1,0,0,0,1,0,1,0.29246392846107483
0,1,0,0,1,0,1,0,1,0,1,0,0.07691220194101334
1,1,0,1,1,0,0,0,0,0,1,1,0.2948397994041443
0,0,1,1,1,1,0,1,0,1,0,1,0.17196248471736908
0,0,0,1,1,0,1,1,1,0,0,1,0.1626189649105072
0,0,0,0,1,0,1,0,0,0,0,1,0.03896745294332504
0,0,1,0,0,1,0,0,0,0,0,0,0.054621756076812744
1,1,1,1,1,0,1,1,1,1,0,0,0.3383350372314453
1,0,1,0,1,1,0,1,0,1,0,1,0.3068707585334778
0,1,1,1,1,1,1,0,0,0,0,0,0.10302666574716568
0,1,0,0,1,0,1,1,0,0,0,0,0.10204207897186279
1,1,0,0,0,0,1,0,0,1,1,1,0.27440404891967773
1,1,0,1,0,0,1,1,0,0,1,0,0.3332994282245636
1,0,0,0,0,0,1,1,1,1,1,1,0.3040434718132019
1,0,1,1,0,1,0,0,1,1,0,1,0.297463595867157
1,0,0,1,1,1,0,1,0,1,0,1,0.336148202419281
0,1,1,0,1,0,0,0,1,1,0,1,0.08596248924732208
0,0,0,1,1,1,0,0,1,1,0,0,0.09854882955551147
1,0,0,1,0,0,0,1,1,1,0,0,0.33276796340942383
0,1,0,1,1,1,0,0,0,1,1,1,0.11302876472473145
0,1,1,0,1,1,0,1,1,1,0,0,0.12874659895896912
1,1,0,0,0,1,0,1,1,1,0,0,0.2998315989971161
0,1,0,0,1,1,1,1,1,0,1,1,0.1297265589237213
0,1,0,1,0,1,1,0,0,0,0,0,0.0938529446721077
0,1,1,1,0,0,0,0,1,1,1,0,0.11324863135814667
1,0,0,0,1,0,1,1,1,0,0,0,0.2963830828666687
1,0,0,1,0,0,0,0,1,0,1,1,0.29642730951309204
0,1,1,1,0,1,1,0,0,0,1,1,0.11562992632389069
1,0,1,0,0,0,1,0,1,0,1,0,0.2775609493255615
1,1,0,0,1,0,0,1,0,1,1,0,0.29841703176498413
1,0,0,0,0,0,0,1,1,1,0,1,0.29909634590148926
0,1,0,1,0,0,1,0,0,1,1,1,0.10356380045413971
0,0,0,1,0,1,0,0,0,1,1,0,0.09922882914543152
0,1,1,0,1,0,1,1,1,1,0,1,0.125015988945961
0,0,0,0,0,0,1,0,1,0,0,1,0.048105012625455856
1,1,1,0,1,1,1,1,1,0,0,0,0.30535462498664856
1,0,0,0,1,1,1,0,1,1,0,0,0.2657398283481598
0,1,1,1,0,0,1,1,1,1,0,0,0.17087891697883606
0,0,1,1,1,1,0,0,0,0,1,0,0.10252545773983002
0,1,0,0,0,0,1,1,1,0,0,0,0.10628841817378998
0,1,0,1,0,0,1,0,0,1,1,0,0.09759219735860825
0,0,1,0,0,1,0,0,0,0,1,0,0.06754352152347565
1,0,0,1,1,0,0,1,1,0,0,0,0.33090445399284363
1,0,0,0,0,1,1,1,0,1,1,0,0.30251580476760864
0,1,0,1,0,0,0,0,1,1,1,1,0.11300551891326904
0,0,1,0,1,1,1,1,1,0,1,0,0.1258704960346222
1,0,1,0,1,1,1,0,0,1,0,1,0.27594318985939026
0,0,1,0,1,0,0,0,1,0,1,1,0.07945393770933151
0,1,1,0,1,1,0,1,1,0,0,0,0.12766002118587494
1,1,1,0,0,1,1,1,0,0,1,0,0.30824747681617737
1,0,0,1,1,0,1,1,1,0,1,1,0.3369334638118744
1,1,1,0,0,1,1,0,0,1,0,1,0.27928417921066284
1,1,0,1,0,0,0,0,0,0,1,1,0.2944486737251282
0,0,1,1,1,1,0,1,1,1,0,1,0.17711429297924042
1,1,1,0,0,0,0,1,1,0,1,0,0.30969950556755066
1,0,0,0,0,0,1,1,1,1,0,1,0.2992877960205078
1,0,0,0,0,1,0,1,0,1,1,0,0.3022751808166504
0,0,0,1,0,0,0,1,1,0,0,1,0.16030435264110565
1,0,1,1,1,1,1,1,0,1,1,0,0.3430399000644684
1,0,1,0,1,1,0,1,1,0,1,1,0.30731266736984253
0,1,0,1,1,1,0,0,0,0,0,1,0.100668765604496
0,1,0,0,0,0,0,1,1,0,0,0,0.10560029745101929
1,1,0,1,0,0,0,0,0,1,1,0,0.29152020812034607
1,1,0,0,1,1,1,0,1,0,0,0,0.26922130584716797
0,0,1,0,0,1,0,1,0,0,0,1,0.1160125732421875
0,1,0,0,0,0,1,0,1,1,0,0,0.06399326771497726
0,0,1,0,0,1,0,0,0,0,0,1,0.06626162678003311
1,0,1,1,0,1,1,0,1,0,0,0,0.29282146692276
1,1,1,0,1,0,0,1,1,1,0,0,0.30669933557510376
1,0,0,0,1,1,1,1,0,0,0,0,0.29697614908218384
0,1,1,0,0,1,1,0,0,0,0,0,0.07391564548015594
0,0,1,0,0,1,0,0,1,1,1,0,0.07960063219070435
1,1,0,1,1,0,1,0,0,1,1,1,0.29481497406959534
1,0,1,0,1,0,1,0,0,0,1,0,0.2726272940635681
0,1,0,0,0,1,1,1,0,1,1,0,0.11843127012252808
1,1,1,1,1,1,0,0,1,0,1,1,0.3035089671611786
0,0,0,1,1,0,0,0,1,1,0,1,0.09725510329008102
0,0,0,0,0,1,0,1,0,1,0,0,0.104192353785038
1,0,1,1,0,1,1,1,0,0,0,0,0.33766070008277893
1,0,1,0,1,0,1,0,0,1,1,1,0.2749340236186981
1,0,1,1,0,1,0,0,1,1,0,0,0.2940090298652649
1,0,0,1,0,0,0,0,1,1,1,1,0.2986668646335602
0,1,1,0,0,0,1,0,0,0,1,1,0.08815811574459076
0,1,0,0,1,0,0,0,0,0,1,0,0.06701679527759552
1,1,1,1,1,1,1,0,1,1,0,0,0.2972922921180725
0,0,0,0,1,1,0,0,1,0,1,1,0.07878508418798447
0,1,0,1,1,1,1,0,1,1,0,1,0.10878688097000122
0,0,0,0,1,1,1,0,0,1,1,1,0.07337507605552673
1,0,1,1,0,1,0,1,0,0,1,1,0.3422080874443054
1,1,1,0,1,1,0,0,1,0,0,0,0.27558261156082153
1,1,1,0,0,1,0,0,0,1,0,0,0.27569711208343506
1,0,1,1,0,0,0,0,0,1,1,0,0.29136592149734497
0,1,1,1,1,0,0,0,0,0,0,0,0.09379895031452179
0,0,1,0,0,0,0,1,0,0,1,1,0.11242197453975677
0,0,1,1,1,0,0,1,0,0,1,0,0.1621924787759781
1,0,1,0,1,0,1,0,1,0,0,0,0.27191829681396484
0,1,0,0,0,0,0,0,1,0,0,1,0.06708268076181412
1,0,1,0,1,1,0,0,1,1,1,0,0.2765128016471863
0,1,1,1,0,1,1,0,1,1,1,0,0.11790475994348526
1,0,1,0,0,1,0,1,1,1,1,0,0.3053731322288513
1,1,1,0,0,0,1,0,1,0,1,1,0.28531894087791443
1,0,0,0,0,0,1,1,1,0,1,1,0.3019154369831085
0,1,0,0,0,1,0,1,1,1,0,0,0.118067167699337
0,1,0,1,0,0,0,1,1,0,0,1,0.16380348801612854
1,1,1,0,0,1,0,1,0,0,0,1,0.30801817774772644
0,1,0,1,1,1,0,1,1,0,1,1,0.17794108390808105
0,1,0,0,0,0,0,0,1,0,0,0,0.05791478231549263
1,1,1,1,0,0,1,0,1,1,0,0,0.29713329672813416
0,1,1,1,1,1,0,1,0,1,1,1,0.17811943590641022
1,1,1,0,1,1,0,1,0,1,1,0,0.31084492802619934
0,1,1,1,1,0,0,0,0,1,1,0,0.10438565909862518
1,0,1,0,1,0,0,0,0,0,1,0,0.27233877778053284
0,0,0,1,1,0,0,1,1,0,1,0,0.16476747393608093
1,1,0,0,0,0,0,1,1,1,0,0,0.30103620886802673
0,0,1,1,0,1,0,0,0,1,1,0,0.10265977680683136
0,0,0,1,1,1,0,1,0,0,1,1,0.17117908596992493
1,0,1,0,1,1,1,1,1,1,0,0,0.30401915311813354
0,1,1,1,1,0,0,1,1,0,1,1,0.17429229617118835
0,1,0,0,1,1,0,1,0,1,0,0,0.11426442861557007
0,1,0,0,1,1,1,1,1,1,1,0,0.12711432576179504
1,1,1,1,1,0,1,0,1,1,0,0,0.297445684671402
0,1,0,1,1,0,0,1,0,1,0,0,0.15926454961299896
0,1,1,1,1,0,1,0,1,0,0,1,0.10607288032770157
1,1,0,0,1,1,0,0,0,1,1,0,0.2771152853965759
1,0,1,1,0,0,1,1,1,0,1,1,0.3403237462043762
0,1,1,1,1,0,1,0,0,1,1,1,0.10993393510580063
1,0,0,1,0,1,1,1,0,0,0,0,0.3330901563167572
0,1,0,0,1,0,0,0,1,0,0,1,0.06919416040182114
0,1,1,1,1,0,0,1,0,0,0,1,0.1655634641647339
0,1,1,1,1,1,0,1,0,1,1,0,0.17494675517082214
0,1,1,1,0,0,1,1,0,1,0,1,0.16504934430122375
0,1,1,1,0,0,1,1,0,1,1,1,0.16837923228740692
1,0,1,0,0,1,0,0,1,1,0,1,0.27568870782852173
0,1,1,0,1,0,1,1,1,0,1,0,0.12419652938842773
1,1,0,0,1,1,0,1,0,1,0,1,0.30300986766815186
0,1,0,0,1,0,0,0,1,1,1,1,0.08904311805963516
1,0,1,1,0,0,0,0,1,1,0,1,0.2950645387172699
1,1,0,1,0,1,1,0,0,1,1,1,0.3027140498161316
1,1,0,0,1,0,1,1,0,0,1,0,0.29921332001686096
0,0,1,1,0,1,1,1,1,1,0,1,0.17551493644714355
0,1,1,1,1,0,0,0,1,1,0,0,0.10511299222707748
0,0,1,1,1,1,1,1,1,1,1,0,0.1775686889886856
1,1,0,0,0,0,0,1,1,0,1,0,0.3039737343788147
0,0,1,0,1,0,1,0,1,0,1,1,0.0799303948879242
0,1,1,0,0,1,1,0,0,0,0,1,0.08337794244289398
1,1,1,0,1,1,1,0,0,0,1,0,0.28072652220726013
1,1,1,0,1,1,1,0,0,1,0,0,0.27648812532424927
0,1,0,0,1,1,0,0,1,0,1,1,0.09399215877056122
1,0,1,1,0,1,0,0,1,0,1,0,0.29607850313186646
0,0,0,1,0,0,1,1,0,0,0,0,0.14744365215301514
0,0,0,1,0,0,0,0,0,0,0,0,0.07137209177017212
0,0,1,1,0,0,1,0,1,0,1,0,0.1004013791680336
0,0,0,1,1,0,0,1,1,0,0,1,0.1622544527053833
1,1,1,0,1,0,0,1,1,0,1,1,0.31104594469070435
1,1,1,0,0,0,1,0,0,1,1,0,0.2755550742149353
1,0,1,1,1,0,1,0,1,0,0,0,0.2926948666572571
1,0,1,1,0,1,0,0,0,0,0,0,0.29319989681243896
1,0,1,1,1,1,1,0,1,0,1,0,0.2968321144580841
0,0,0,1,1,0,0,0,1,0,1,1,0.10265052318572998
1,1,1,0,1,0,1,1,0,1,1,1,0.30566373467445374
0,1,1,0,1,0,0,1,0,1,0,1,0.11729909479618073
1,1,1,0,1,0,0,1,1,0,1,0,0.30999088287353516
0,0,0,1,1,1,1,1,1,1,0,0,0.17016443610191345
0,0,0,1,0,0,1,1,1,0,1,1,0.16674473881721497
1,0,0,1,1,1,0,0,1,0,0,0,0.28880104422569275
0,0,1,1,0,0,0,0,0,0,0,0,0.08106459677219391
