/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv2.0/cv2.0.1/conv/Conv,/model.23/cv2.1/cv2.1.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
1,1,1,0,1,0,1,0,1,1,1,1,29.3145751953125
0,1,0,0,0,1,1,0,1,1,1,1,34.3405647277832
1,1,1,1,0,1,1,0,0,1,1,1,29.878808975219727
1,1,1,1,1,0,0,1,1,0,1,1,29.464115142822266
0,1,0,1,1,1,1,1,1,1,0,1,32.83995819091797
0,1,0,0,0,0,1,0,1,1,0,0,35.56796646118164
1,1,0,0,0,0,0,1,1,1,1,0,29.493282318115234
0,0,1,1,0,0,0,0,0,0,0,0,46.52830123901367
0,1,0,0,1,0,1,1,0,0,1,1,34.321678161621094
1,0,0,0,0,0,1,0,1,0,0,0,30.5410213470459
1,1,1,1,1,0,1,1,1,1,0,0,29.317272186279297
0,0,0,1,1,0,0,0,0,0,0,1,35.415863037109375
0,0,1,0,1,0,1,1,1,1,1,1,33.14706039428711
1,0,0,1,1,0,0,0,1,1,1,1,29.2563533782959
0,1,0,1,0,0,0,0,0,1,1,0,36.649356842041016
1,0,0,0,1,0,1,0,1,1,0,1,29.6235294342041
0,0,1,0,0,1,0,0,0,0,1,1,40.58231735229492
0,0,0,0,1,1,0,0,0,0,0,1,35.158958435058594
1,1,0,0,0,0,0,0,1,1,1,0,29.618844985961914
0,1,1,1,0,0,1,1,1,1,1,1,33.97547912597656
1,0,1,0,0,1,1,1,1,0,1,1,29.84517478942871
0,1,1,1,1,0,0,0,0,1,0,0,33.72596740722656
0,1,0,1,1,1,0,1,0,1,1,1,33.03449249267578
0,1,0,0,0,1,0,0,0,1,1,1,36.07950973510742
0,0,0,0,0,0,0,0,0,1,0,1,38.78756332397461
1,1,0,1,1,1,1,0,0,0,1,1,30.485977172851562
1,0,1,0,1,1,0,0,0,0,0,0,30.52626609802246
1,1,1,1,0,1,1,0,0,0,1,1,30.44512367248535
1,0,0,0,1,0,0,1,0,0,1,0,30.509906768798828
1,1,1,0,1,1,1,1,1,1,1,0,29.182064056396484
1,0,1,0,0,0,1,1,0,0,0,0,30.908517837524414
1,1,1,0,1,1,1,0,0,0,1,1,30.343936920166016
1,1,1,1,1,0,1,1,1,1,1,0,29.216543197631836
0,1,1,0,1,1,0,1,1,1,0,0,32.5762939453125
0,1,1,0,1,1,0,1,1,1,1,0,32.77539825439453
1,0,0,1,1,1,1,1,1,0,0,1,29.69952964782715
0,1,1,1,1,1,0,1,0,0,0,0,34.21416473388672
0,0,1,0,1,1,1,0,1,1,0,0,33.06235885620117
1,0,0,1,1,1,1,1,1,1,1,0,29.394704818725586
0,0,0,0,0,1,0,0,0,0,1,1,41.83362579345703
0,0,0,0,1,0,1,0,0,0,0,0,35.38042449951172
0,1,0,0,1,1,0,0,0,1,0,0,33.96668243408203
0,1,0,0,1,0,0,0,1,1,0,1,33.0405158996582
1,1,0,0,0,0,0,0,0,0,0,0,30.94223976135254
0,1,0,0,0,0,0,0,0,0,0,0,48.152774810791016
0,1,1,0,0,0,0,0,0,1,0,0,37.66163635253906
0,1,1,1,0,0,0,0,0,0,0,0,44.162479400634766
0,0,1,1,0,1,1,1,0,0,0,0,41.6832275390625
0,0,0,1,0,1,1,1,0,0,1,0,40.337154388427734
0,1,0,1,1,0,1,1,0,0,1,0,34.43731689453125
0,1,1,0,0,0,1,0,0,0,0,1,42.46148681640625
0,0,1,1,1,1,1,1,1,0,0,1,34.19528579711914
1,1,1,1,1,0,0,1,0,1,0,0,29.934947967529297
1,0,1,0,0,1,0,0,0,0,0,1,30.659931182861328
0,1,0,0,0,0,0,0,0,0,1,0,42.21755599975586
1,0,0,1,1,1,0,1,1,1,0,0,29.314529418945312
1,1,0,1,1,1,1,0,1,1,1,1,29.34873390197754
0,1,1,1,1,1,1,1,1,0,1,1,33.922813415527344
0,1,1,1,0,1,0,0,0,0,0,1,42.48993682861328
0,0,0,1,0,0,0,0,0,0,1,0,43.46501922607422
0,0,0,1,0,1,0,0,1,0,1,1,36.96922302246094
0,1,1,0,1,1,0,1,0,1,0,0,33.38698959350586
0,0,0,0,1,1,0,0,0,1,1,1,33.529781341552734
1,0,0,1,0,0,0,1,1,1,1,0,29.579198837280273
1,0,0,0,1,0,1,1,1,0,0,1,29.8106632232666
1,0,0,1,0,0,1,0,1,0,1,1,30.17240333557129
1,0,1,1,0,1,1,1,1,1,0,0,29.810901641845703
1,0,1,1,1,0,1,1,0,1,1,0,30.220111846923828
0,0,0,1,1,0,0,0,0,0,0,0,35.54354476928711
0,0,0,0,0,1,0,0,0,0,1,0,42.49113464355469
0,1,1,0,1,0,0,0,1,1,1,0,33.076927185058594
0,0,1,0,0,0,0,0,0,0,1,0,42.14628219604492
0,1,0,0,1,1,1,1,1,1,1,0,33.17867660522461
