/model.1/conv/Conv,/model.13/cv1/conv/Conv,/model.16/cv1/conv/Conv,/model.16/cv2/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.20/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,/model.7/conv/Conv,output0
0,0,0,0,1,0,1,1,0,0,1,0,0.09968084841966629
0,0,0,1,0,0,0,0,1,1,0,0,0.08903534710407257
1,0,0,0,0,0,0,1,0,1,0,0,0.290147602558136
1,1,0,1,1,0,0,1,0,1,1,1,0.3346834182739258
0,1,1,0,0,0,0,0,0,0,0,1,0.07503068447113037
0,1,1,0,0,1,0,1,1,1,1,1,0.13724975287914276
0,1,1,0,1,1,0,0,0,1,1,0,0.09248234331607819
0,1,0,0,1,1,0,0,0,1,1,0,0.08115790784358978
0,0,1,0,0,0,1,0,0,1,1,1,0.07491587102413177
0,0,1,1,1,1,0,0,0,1,0,1,0.10260208696126938
0,0,1,1,1,0,0,1,1,0,1,0,0.16821503639221191
0,0,1,0,1,0,1,0,0,1,0,1,0.0625840425491333
0,1,0,1,1,0,0,1,0,1,0,1,0.16370198130607605
1,0,1,1,1,1,1,0,1,1,1,1,0.29972729086875916
1,0,1,0,1,0,0,0,1,0,0,1,0.27520260214805603
0,0,0,0,0,0,0,0,0,1,1,1,0.0630110502243042
0,0,0,0,0,0,0,1,0,0,1,0,0.09653086215257645
1,1,0,1,1,0,1,0,1,0,1,0,0.2988364100456238
1,0,1,0,1,0,0,0,1,0,1,0,0.2781643569469452
1,1,1,1,1,1,0,1,1,0,0,1,0.34072145819664
1,0,0,1,1,1,1,1,1,1,1,1,0.3368633985519409
1,0,0,1,1,1,1,0,1,0,1,0,0.2916794419288635
1,0,1,1,0,0,1,1,1,1,1,0,0.3396671414375305
1,0,0,0,0,0,0,0,0,1,1,1,0.2685238718986511
1,0,1,0,0,0,0,1,0,0,0,0,0.29712241888046265
0,1,0,1,1,1,1,1,1,1,1,0,0.17804531753063202
0,1,0,1,1,1,1,0,1,0,1,1,0.11589964479207993
0,0,0,1,0,0,1,1,0,0,0,1,0.15516282618045807
0,0,1,1,0,0,1,0,0,0,1,0,0.09090995043516159
1,0,0,0,1,0,1,1,1,0,0,0,0.2984240651130676
1,1,1,0,1,0,1,1,1,1,1,1,0.3113985061645508
0,0,0,0,1,0,0,1,1,0,0,1,0.10364164412021637
0,0,1,1,0,0,0,1,1,1,1,1,0.17262037098407745
0,1,0,0,0,1,1,0,0,1,0,1,0.07304893434047699
0,1,1,1,1,1,1,0,1,0,0,0,0.10966799408197403
1,0,1,1,1,1,0,0,1,0,0,1,0.29644182324409485
1,1,1,1,1,1,0,1,1,1,1,0,0.33919256925582886
1,1,0,0,0,1,1,0,1,0,1,1,0.2778164744377136
0,1,1,1,1,1,0,1,1,0,1,0,0.17951807379722595
0,1,1,0,1,0,1,1,1,0,0,1,0.12135164439678192
1,0,0,1,0,0,0,0,0,1,0,0,0.2815636098384857
0,0,0,1,1,1,0,0,1,1,0,0,0.0966014415025711
1,1,0,1,1,0,1,0,1,1,1,1,0.3008885383605957
0,0,0,0,1,0,1,1,0,1,1,1,0.10980282723903656
0,1,1,0,0,1,0,1,1,0,1,1,0.13419531285762787
0,1,1,1,1,1,0,1,1,0,0,1,0.1769949048757553
1,1,1,0,1,0,1,0,1,1,1,1,0.28514665365219116
0,1,0,0,0,1,1,0,1,1,1,1,0.09711908549070358
1,1,1,1,0,1,1,0,0,1,1,1,0.3032021224498749
1,1,1,1,1,0,0,1,1,0,1,1,0.3421655595302582
0,1,0,1,1,1,1,1,1,1,0,1,0.17592141032218933
0,1,0,0,0,0,1,0,1,1,0,0,0.06276388466358185
1,1,0,0,0,0,0,1,1,1,1,0,0.3051380515098572
0,0,1,1,0,0,0,0,0,0,0,0,0.08086671680212021
0,1,0,0,1,0,1,1,0,0,1,1,0.11302588880062103
1,0,0,0,0,0,1,0,1,0,0,0,0.2661757469177246
1,1,1,1,1,0,1,1,1,1,0,0,0.3378288745880127
0,0,0,1,1,0,0,0,0,0,0,1,0.0832870602607727
0,0,1,0,1,0,1,1,1,1,1,1,0.12315374612808228
1,0,0,1,1,0,0,0,1,1,1,1,0.29689091444015503
0,1,0,1,0,0,0,0,0,1,1,0,0.09636963158845901
1,0,0,0,1,0,1,0,1,1,0,1,0.2681571841239929
0,0,1,0,0,1,0,0,0,0,1,1,0.07934717833995819
0,0,0,0,1,1,0,0,0,0,0,1,0.052614159882068634
1,1,0,0,0,0,0,0,1,1,1,0,0.27824825048446655
0,1,1,1,0,0,1,1,1,1,1,1,0.1760980188846588
1,0,1,0,0,1,1,1,1,0,1,1,0.30610957741737366
0,1,1,1,1,0,0,0,0,1,0,0,0.09519385546445847
0,1,0,1,1,1,0,1,0,1,1,1,0.1765322983264923
0,1,0,0,0,1,0,0,0,1,1,1,0.08829392492771149
0,0,0,0,0,0,0,0,0,1,0,1,0.04230440780520439
1,1,0,1,1,1,1,0,0,0,1,1,0.29964572191238403
1,0,1,0,1,1,0,0,0,0,0,0,0.2711331248283386
1,1,1,1,0,1,1,0,0,0,1,1,0.3031851649284363
1,0,0,0,1,0,0,1,0,0,1,0,0.29525047540664673
1,1,1,0,1,1,1,1,1,1,1,0,0.3067491352558136
1,0,1,0,0,0,1,1,0,0,0,0,0.2973911166191101
1,1,1,0,1,1,1,0,0,0,1,1,0.2849317491054535
1,1,1,1,1,0,1,1,1,1,1,0,0.34195926785469055
0,1,1,0,1,1,0,1,1,1,0,0,0.12970620393753052
0,1,1,0,1,1,0,1,1,1,1,0,0.13461197912693024
1,0,0,1,1,1,1,1,1,0,0,1,0.33535638451576233
0,1,1,1,1,1,0,1,0,0,0,0,0.17237886786460876
0,0,1,0,1,1,1,0,1,1,0,0,0.07191814482212067
1,0,0,1,1,1,1,1,1,1,1,0,0.33387845754623413
0,0,0,0,0,1,0,0,0,0,1,1,0.06722885370254517
0,0,0,0,1,0,1,0,0,0,0,0,0.010544100776314735
0,1,0,0,1,1,0,0,0,1,0,0,0.06629668176174164
0,1,0,0,1,0,0,0,1,1,0,1,0.07199349999427795
1,1,0,0,0,0,0,0,0,0,0,0,0.26281002163887024
0,1,0,0,0,0,0,0,0,0,0,0,0.045973099768161774
0,1,1,0,0,0,0,0,0,1,0,0,0.06807757914066315
0,1,1,1,0,0,0,0,0,0,0,0,0.09104865789413452
0,0,1,1,0,1,1,1,0,0,0,0,0.16523477435112
0,0,0,1,0,1,1,1,0,0,1,0,0.16428084671497345
0,1,0,1,1,0,1,1,0,0,1,0,0.16373249888420105
0,1,1,0,0,0,1,0,0,0,0,1,0.0759054571390152
0,0,1,1,1,1,1,1,1,0,0,1,0.17426146566867828
1,1,1,1,1,0,0,1,0,1,0,0,0.33176106214523315
1,0,1,0,0,1,0,0,0,0,0,1,0.27466246485710144
0,1,0,0,0,0,0,0,0,0,1,0,0.06408955156803131
1,0,0,1,1,1,0,1,1,1,0,0,0.33135244250297546
1,1,0,1,1,1,1,0,1,1,1,1,0.2991282045841217
0,1,1,1,1,1,1,1,1,0,1,1,0.18258723616600037
0,1,1,1,0,1,0,0,0,0,0,1,0.10468704998493195
0,0,0,1,0,0,0,0,0,0,1,0,0.0845772996544838
0,0,0,1,0,1,0,0,1,0,1,1,0.10700281709432602
0,1,1,0,1,1,0,1,0,1,0,0,0.12430234253406525
0,0,0,0,1,1,0,0,0,1,1,1,0.07494181394577026
1,0,0,1,0,0,0,1,1,1,1,0,0.3373046815395355
1,0,0,0,1,0,1,1,1,0,0,1,0.2994696795940399
1,0,0,1,0,0,1,0,1,0,1,1,0.29668161273002625
1,0,1,1,0,1,1,1,1,1,0,0,0.3351364731788635
1,0,1,1,1,0,1,1,0,1,1,0,0.3325992822647095
0,0,0,1,1,0,0,0,0,0,0,0,0.07463490962982178
0,0,0,0,0,1,0,0,0,0,1,0,0.056514520198106766
0,1,1,0,1,0,0,0,1,1,1,0,0.08958081901073456
0,0,1,0,0,0,0,0,0,0,1,0,0.05809897929430008
0,1,0,0,1,1,1,1,1,1,1,0,0.128071129322052
1,1,1,0,0,1,0,1,1,0,1,0,0.3070342540740967
1,1,0,1,1,0,1,0,1,1,1,0,0.29969024658203125
1,0,0,0,0,0,0,0,0,0,1,0,0.26476141810417175
