/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
1,0,0,1,1,1,1,0,0,1,0,1,0.25100764632225037,0.15091469883918762
1,0,1,1,1,0,1,0,1,0,0,1,0.25019916892051697,0.15139010548591614
1,1,1,0,0,0,1,0,0,1,0,0,0.24869076907634735,0.15346260368824005
1,0,1,0,1,0,0,1,1,1,0,0,0.2509377896785736,0.1525297611951828
1,1,1,1,0,1,0,0,0,1,0,0,0.2491815984249115,0.15266433358192444
0,1,1,1,1,1,1,1,0,1,0,1,0.09095731377601624,0.04369127005338669
0,1,0,1,1,1,1,1,1,0,0,1,0.07992241531610489,0.04086355119943619
0,1,1,1,1,1,1,0,1,0,1,0,0.09292592853307724,0.04195833578705788
1,1,0,1,0,1,0,0,1,0,0,0,0.2467135190963745,0.15416797995567322
0,0,1,1,1,1,1,1,1,0,0,1,0.06413570791482925,0.03256485238671303
0,1,0,0,0,0,0,0,0,1,0,1,0.05782075598835945,0.03255892172455788
1,1,1,1,0,1,0,1,1,0,1,1,0.25176936388015747,0.15748605132102966
1,1,1,0,1,1,0,0,0,0,1,1,0.2562088966369629,0.15276643633842468
0,0,1,1,0,1,0,1,0,0,1,1,0.05011093616485596,0.029540259391069412
1,0,0,1,1,0,0,1,1,1,1,1,0.25207775831222534,0.15439970791339874
1,0,0,1,0,1,1,0,0,1,0,0,0.2434777468442917,0.150745689868927
1,0,0,1,0,1,1,1,1,1,0,1,0.2441578358411789,0.1535586416721344
1,0,0,1,0,0,1,1,0,1,1,1,0.24528422951698303,0.15325431525707245
0,1,1,1,0,0,0,1,0,0,0,0,0.05685964971780777,0.03310830146074295
1,0,0,1,0,1,0,0,0,0,1,1,0.24531450867652893,0.15021006762981415
0,1,1,1,1,1,0,0,0,1,0,1,0.09095731377601624,0.03591758385300636
1,1,1,1,0,0,1,1,1,0,1,1,0.2513671815395355,0.15774531662464142
1,0,0,1,0,1,0,1,1,0,0,1,0.24341674149036407,0.1520509272813797
0,1,0,0,0,0,0,0,1,1,0,1,0.05782075598835945,0.03562726452946663
0,0,0,0,0,0,0,1,0,0,0,1,0.014272998087108135,0.016946977004408836
1,1,0,1,1,0,0,0,1,0,0,1,0.2533344328403473,0.1542486846446991
1,1,1,0,0,0,1,0,0,0,0,0,0.24773883819580078,0.15239210426807404
1,0,0,1,0,0,0,1,0,0,0,1,0.24306511878967285,0.14988042414188385
1,1,0,1,1,1,1,0,1,0,1,0,0.25579240918159485,0.15647810697555542
0,0,1,1,0,0,1,1,1,1,1,0,0.05523407459259033,0.04011979699134827
1,1,1,1,1,0,1,0,0,1,0,0,0.2557365298271179,0.15385635197162628
0,1,0,1,0,1,0,0,1,1,1,1,0.07728682458400726,0.04318464547395706
0,1,0,1,0,0,0,1,1,0,0,0,0.05346140265464783,0.035988982766866684
0,1,1,1,0,1,1,1,0,0,0,0,0.05775810033082962,0.03804155811667442
1,0,0,0,0,0,0,0,0,0,0,1,0.2426028996706009,0.14787164330482483
1,1,0,1,0,0,0,1,1,0,1,0,0.24933111667633057,0.15720662474632263
1,0,0,0,0,0,0,0,1,0,0,1,0.2426028996706009,0.1501244604587555
1,0,1,0,0,1,1,0,1,0,0,1,0.24390380084514618,0.15069399774074554
1,1,0,1,0,1,1,1,1,0,1,0,0.2497388869524002,0.15755446255207062
1,1,1,0,1,0,1,0,0,0,1,0,0.2558208405971527,0.15387162566184998
1,1,0,0,1,0,0,1,1,0,0,1,0.2528211176395416,0.15464958548545837
0,0,1,1,0,0,1,1,0,1,0,1,0.048134297132492065,0.035835374146699905
0,1,0,1,0,0,1,0,0,0,0,1,0.05613807961344719,0.03618539497256279
1,1,1,0,1,1,1,1,0,1,1,0,0.25882306694984436,0.15645143389701843
1,1,0,0,0,1,1,1,1,1,1,0,0.25074318051338196,0.1581387221813202
1,1,0,0,0,1,1,1,1,1,1,1,0.2504720985889435,0.15800431370735168
0,1,0,1,1,1,1,0,1,0,0,0,0.07746917754411697,0.036849670112133026
1,1,1,0,0,0,0,0,0,1,0,0,0.24869076907634735,0.15233579277992249
0,1,1,0,1,1,0,1,0,1,1,1,0.09615856409072876,0.04086477309465408
0,0,1,1,0,1,1,1,1,0,0,1,0.038226254284381866,0.03256485238671303
0,0,1,0,1,0,1,1,1,0,0,0,0.04338454455137253,0.024897033348679543
0,0,0,0,1,1,0,0,0,1,0,0,0.062486279755830765,0.01900632120668888
1,0,1,1,0,1,1,1,1,1,0,1,0.24514925479888916,0.1535586416721344
0,1,0,1,0,0,1,1,1,0,1,1,0.06964452564716339,0.045816581696271896
0,1,0,0,1,0,0,0,0,1,0,1,0.08110883086919785,0.03255892172455788
0,1,1,1,0,0,1,1,1,1,1,0,0.07758933305740356,0.04814792424440384
1,0,0,1,0,1,0,0,0,1,0,1,0.2441578358411789,0.14957481622695923
